artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Everything But The Girl,Logged In,Chloe,F,9,Cuevas,295.73179,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Missing,200,1542360000000.0,49.0
Big Mountain,Logged In,Tegan,F,1,Levine,249.52118,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Baby_ I Love Your Way (Album Version),200,1542360000000.0,80.0
Gotan Project,Logged In,Chloe,F,10,Cuevas,315.81995,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Queremos Paz,200,1542360000000.0,49.0
Washed Out,Logged In,Tegan,F,2,Levine,173.40036,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Belong,200,1542360000000.0,80.0
OutKast,Logged In,Tegan,F,3,Levine,312.13669,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,My Favorite Things,200,1542360000000.0,80.0
Black Sabbath,Logged In,Chloe,F,11,Cuevas,388.64934,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Symptom Of The Universe,200,1542360000000.0,49.0
Late Night Alumni,Logged In,Tegan,F,4,Levine,226.76852999999997,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Uncharted,200,1542360000000.0,80.0
Slightly Stoopid,Logged In,Chloe,F,12,Cuevas,293.82485,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,This Joint,200,1542360000000.0,49.0
Beastie Boys,Logged In,Tegan,F,5,Levine,211.722,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Unite (2009 Digital Remaster),200,1542360000000.0,80.0
The Killers,Logged In,Tegan,F,6,Levine,222.95465,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Who Let You Go?,200,1542360000000.0,80.0
Riverside,Logged In,Chloe,F,13,Cuevas,236.2771,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Stuck Between,200,1542360000000.0,49.0
Flobots,Logged In,Tegan,F,7,Levine,246.07302,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Good Soldier,200,1542360000000.0,80.0
Lighthouse Family,Logged In,Chloe,F,14,Cuevas,307.53914,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,High,200,1542360000000.0,49.0
Jack Johnson,Logged In,Tegan,F,8,Levine,144.06485,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Do You Remember,200,1542360000000.0,80.0
Incubus,Logged In,Chloe,F,15,Cuevas,229.22404,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Pardon Me,200,1542360000000.0,49.0
Edwyn Collins,Logged In,Tegan,F,9,Levine,235.91137999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,A Girl Like You,200,1542360000000.0,80.0
Joshua Radin,Logged In,Chloe,F,16,Cuevas,182.62159,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,The Fear You Won't Fall,200,1542360000000.0,49.0
Bon Iver,Logged In,Chloe,F,17,Cuevas,116.89751000000001,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Team,200,1542360000000.0,49.0
,Logged In,Jayden,M,0,Bell,,free,"Dallas-Fort Worth-Arlington, TX",GET,Home,1540990000000.0,281,,200,1542360000000.0,91.0
Nipsey Hussle,Logged In,Chloe,F,18,Cuevas,170.34403999999998,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Its Hard Out Here,200,1542360000000.0,49.0
,Logged In,Tegan,F,10,Levine,,paid,"Portland-South Portland, ME",GET,Home,1540790000000.0,620,,200,1542360000000.0,80.0
Bebo & Cigala,Logged In,Tegan,F,11,Levine,331.15382999999997,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Lagrimas Negras,200,1542360000000.0,80.0
Kings Of Leon,Logged In,Tegan,F,12,Levine,201.79546000000002,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Revelry,200,1542360000000.0,80.0
Amy Winehouse,Logged In,Tegan,F,13,Levine,223.9473,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Love Is A Losing Game,200,1542360000000.0,80.0
Florence + The Machine,Logged In,Tegan,F,14,Levine,219.66322000000002,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Dog Days Are Over (Radio Edit),200,1542360000000.0,80.0
Devin Townsend,Logged In,Tegan,F,15,Levine,552.98567,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Tiny Tears,200,1542360000000.0,80.0
Camera Obscura,Logged In,Tegan,F,16,Levine,244.81914,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Number One Song,200,1542360000000.0,80.0
,Logged In,Chloe,F,19,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,636,,200,1542360000000.0,49.0
Keyshia Cole,Logged In,Tegan,F,17,Levine,95.26812,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Same Thing,200,1542360000000.0,80.0
Red Hot Chili Peppers,Logged In,Tegan,F,18,Levine,247.66648999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Tell Me Baby (Album Version),200,1542360000000.0,80.0
Florence + The Machine,Logged In,Chloe,F,20,Cuevas,219.66322000000002,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Dog Days Are Over (Radio Edit),200,1542360000000.0,49.0
Lit,Logged In,Chloe,F,21,Cuevas,169.03791,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,My Own Worst Enemy,200,1542360000000.0,49.0
Avenged Sevenfold,Logged In,Tegan,F,19,Levine,393.50812,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Dear God (Album Version),200,1542360000000.0,80.0
Harmonia,Logged In,Chloe,F,22,Cuevas,655.77751,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Sehr kosmisch,200,1542360000000.0,49.0
Blue October,Logged In,Tegan,F,20,Levine,241.162,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Calling You,200,1542360000000.0,80.0
Bone Thugs-N-Harmony / Akon,Logged In,Tegan,F,21,Levine,287.52934,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,I Tried,200,1542360000000.0,80.0
Training For Utopia,Logged In,Chloe,F,23,Cuevas,222.37995,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Two Hands,200,1542360000000.0,49.0
Delerium,Logged In,Tegan,F,22,Levine,455.8624,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Drama,200,1542360000000.0,80.0
The Meters,Logged In,Chloe,F,24,Cuevas,156.21178999999998,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Do The Dirt (Album Version),200,1542360000000.0,49.0
Harmonia,Logged In,Chloe,F,25,Cuevas,655.77751,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,636,Sehr kosmisch,200,1542360000000.0,49.0
Macy Gray,Logged In,Tegan,F,23,Levine,233.89995,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Slowly,200,1542360000000.0,80.0
Alice In Chains,Logged In,Tegan,F,24,Levine,230.60852999999997,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,God Smack,200,1542370000000.0,80.0
Dungeon Elite,Logged In,Lily,F,0,Burns,169.82159,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,625,Give It Up For Me You Us!,200,1542370000000.0,32.0
Angels Of Light & Akron/Family,Logged In,Tegan,F,25,Levine,216.60689,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Oceanside,200,1542370000000.0,80.0
Krisiun,Logged In,Lily,F,1,Burns,167.91465,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,625,In League With Satan,200,1542370000000.0,32.0
Band Of Horses,Logged In,Tegan,F,26,Levine,275.51302000000004,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Cigarettes_ Wedding Bands (Album),200,1542370000000.0,80.0
The Notorious B.I.G.,Logged In,Lily,F,2,Burns,238.78485,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,625,The What,200,1542370000000.0,32.0
Foolish Things,Logged In,Tegan,F,27,Levine,266.86649,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Who Can Compare,200,1542370000000.0,80.0
The Strokes,Logged In,Tegan,F,28,Levine,278.64771,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,On The Other Side,200,1542370000000.0,80.0
Chick Corea & Hiromi,Logged In,Jayden,M,0,Fox,465.05751,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,604,Windows,200,1542370000000.0,101.0
Linkin Park,Logged In,Tegan,F,29,Levine,494.99383,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Bleed It Out [Live At Milton Keynes],200,1542370000000.0,80.0
,Logged In,Chloe,F,26,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,636,,200,1542370000000.0,49.0
DJ Shadow,Logged In,Jayden,M,1,Fox,89.28608,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,604,Transmission 2,200,1542370000000.0,101.0
Fleet Foxes,Logged In,Tegan,F,30,Levine,147.04281,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,White Winter Hymnal,200,1542370000000.0,80.0
Jonas Brothers,Logged In,Jayden,M,2,Fox,201.27302,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,604,Games,200,1542370000000.0,101.0
Guns N' Roses,Logged In,Tegan,F,31,Levine,464.92689,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Civil War,200,1542370000000.0,80.0
!!!,Logged In,Tegan,F,32,Levine,486.81750999999997,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Bend Over Beethoven,200,1542370000000.0,80.0
,Logged In,Chloe,F,27,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Downgrade,1540940000000.0,636,,200,1542370000000.0,49.0
Spice Girls,Logged In,Tegan,F,33,Levine,239.82975,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Who Do You Think You Are,200,1542370000000.0,80.0
Los LÃÂ¡tigos,Logged In,Tegan,F,34,Levine,263.8624,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Luces Sensacional,200,1542370000000.0,80.0
Willie Colon/Hector Lavoe,Logged In,Tegan,F,35,Levine,368.77016000000003,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Triste Y Vacia,200,1542370000000.0,80.0
Mike Jones,Logged In,Stefany,F,0,White,240.90077000000002,free,"Lubbock, TX",PUT,NextSong,1540710000000.0,533,Mr. Jones (Explicit Version),200,1542370000000.0,83.0
Place Vendome,Logged In,Tegan,F,36,Levine,239.04608,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Place Vendome,200,1542370000000.0,80.0
Camera Obscura,Logged In,Tegan,F,37,Levine,189.3873,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Alaska,200,1542370000000.0,80.0
Cage The Elephant,Logged In,Tegan,F,38,Levine,175.12444,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Ain't No Rest For The Wicked (Original Version),200,1542370000000.0,80.0
Foo Fighters,Logged In,Tegan,F,39,Levine,271.38567,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,The Pretender,200,1542370000000.0,80.0
The Notting Hillbillies,Logged In,Tegan,F,40,Levine,156.47302,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Bewildered,200,1542370000000.0,80.0
Muse,Logged In,Tegan,F,41,Levine,209.50159,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Supermassive Black Hole (Twilight Soundtrack Version),200,1542370000000.0,80.0
Owl City,Logged In,Tegan,F,42,Levine,230.81751,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Umbrella Beach,200,1542370000000.0,80.0
Ray Barretto,Logged In,Tegan,F,43,Levine,496.63955,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Canto Abacua,200,1542370000000.0,80.0
The Fray,Logged In,Tegan,F,44,Levine,235.93751,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Over My Head (Cable Car),200,1542370000000.0,80.0
Rokia TraorÃÂ©,Logged In,Tegan,F,45,Levine,53.86404,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,SonoritÃÂ©s,200,1542370000000.0,80.0
Les MisÃÂ©rables - 10th Anniversary Concert,Logged In,Tegan,F,46,Levine,195.3171,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Castle On A Cloud,200,1542370000000.0,80.0
Usher,Logged In,Tegan,F,47,Levine,216.24117999999999,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Making Love (Into The Night),200,1542370000000.0,80.0
3 Doors Down,Logged In,Tegan,F,48,Levine,233.74322,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Kryptonite,200,1542370000000.0,80.0
The Pussycat Dolls,Logged In,Tegan,F,49,Levine,245.18485,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,When I Grow Up,200,1542370000000.0,80.0
Ryan Adams & The Cardinals,Logged In,Tegan,F,50,Levine,275.22567000000004,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Dear John,200,1542370000000.0,80.0
Michael BublÃÂ©,Logged In,Tegan,F,51,Levine,225.90649,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Home (Album Version),200,1542370000000.0,80.0
Denison Witmer,Logged In,Tegan,F,52,Levine,223.18975,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Forgiven,200,1542370000000.0,80.0
Matt Pond PA,Logged In,Tegan,F,53,Levine,245.96853,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,If You Want Blood,200,1542370000000.0,80.0
Twista featuring Pharrell Williams,Logged In,Tegan,F,54,Levine,211.59138,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Give It Up (feat. Pharrell Williams) (Amended Album Version),200,1542370000000.0,80.0
Frankie Avalon,Logged In,Tegan,F,55,Levine,186.20036000000002,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,You Are Mine,200,1542370000000.0,80.0
,Logged In,Tegan,F,56,Levine,,paid,"Portland-South Portland, ME",GET,Downgrade,1540790000000.0,620,,200,1542370000000.0,80.0
,Logged In,Kinsley,F,0,Young,,paid,"Red Bluff, CA",GET,Home,1540470000000.0,436,,200,1542370000000.0,85.0
Frumpies,Logged In,Kinsley,F,1,Young,134.47791,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Fuck Kitty,200,1542370000000.0,85.0
Cyberfit,Logged In,Tegan,F,57,Levine,303.15057,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Pojo Pojo,200,1542370000000.0,80.0
Sheena Easton,Logged In,Kinsley,F,2,Young,185.67791,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,For Your Eyes Only,200,1542370000000.0,85.0
Arctic Monkeys,Logged In,Kinsley,F,3,Young,173.66159,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Still Take You Home,200,1542370000000.0,85.0
Bob Dylan,Logged In,Tegan,F,58,Levine,368.92689,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Like A Rolling Stone,200,1542370000000.0,80.0
Justin Timberlake,Logged In,Kinsley,F,4,Young,284.05506,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Let's Take A Ride,200,1542370000000.0,85.0
Shinedown,Logged In,Tegan,F,59,Levine,228.5971,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,620,Begin Again (Album Version),200,1542370000000.0,80.0
,Logged In,Tegan,F,60,Levine,,paid,"Portland-South Portland, ME",PUT,Logout,1540790000000.0,620,,307,1542370000000.0,80.0
Coldplay,Logged In,Kinsley,F,5,Young,307.51302000000004,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Clocks,200,1542370000000.0,85.0
Kat DeLuna,Logged In,Kinsley,F,6,Young,239.43791000000002,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Como Un SueÃÂ±o (Am I Dreaming),200,1542370000000.0,85.0
Todd Rundgren,Logged In,Kinsley,F,7,Young,212.29668999999998,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Lord Chancellor's Nightmare Song,200,1542370000000.0,85.0
Eminem / Dr. Dre / 50 Cent,Logged In,Kinsley,F,8,Young,297.56036,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Crack A Bottle,200,1542370000000.0,85.0
,Logged Out,,,61,,,paid,,GET,Home,,620,,200,1542370000000.0,
La Roux,Logged In,Kinsley,F,9,Young,205.60934,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Bulletproof,200,1542370000000.0,85.0
Aerosmith,Logged In,Kinsley,F,10,Young,235.36281,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Pink,200,1542380000000.0,85.0
Colleen,Logged In,Kinsley,F,11,Young,166.5824,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Your Heart On Your Sleeve,200,1542380000000.0,85.0
Nickelback,Logged In,Kinsley,F,12,Young,222.82404,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Should've Listened (Album Version),200,1542380000000.0,85.0
,Logged In,Kinsley,F,13,Young,,paid,"Red Bluff, CA",GET,Settings,1540470000000.0,436,,200,1542380000000.0,85.0
Daft Punk,Logged In,Anabelle,F,0,Simpson,396.82567,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541040000000.0,465,Da Funk / Dadftendirekt,200,1542380000000.0,69.0
,Logged In,Anabelle,F,1,Simpson,,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",GET,Upgrade,1541040000000.0,465,,200,1542380000000.0,69.0
,Logged In,Anabelle,F,2,Simpson,,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",GET,Home,1541040000000.0,465,,200,1542380000000.0,69.0
Alliance Ethnik,Logged In,Kinsley,F,14,Young,195.94404,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,SinceritÃÂ© Et Jalousie,200,1542380000000.0,85.0
Beirut,Logged In,Kinsley,F,15,Young,178.72933999999998,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,St. Apollonia,200,1542380000000.0,85.0
Live,Logged In,Kinsley,F,16,Young,183.69261,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,I Walk The Line,200,1542380000000.0,85.0
,Logged In,Cecilia,F,0,Owens,,free,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1541030000000.0,641,,200,1542380000000.0,6.0
Greg Giraldo,Logged In,Kinsley,F,17,Young,243.722,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Monkeypox / Osama / Bird Flu (Good Day To Cross A River),200,1542380000000.0,85.0
Hercules And Love Affair,Logged In,Kinsley,F,18,Young,471.74485,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Blind (Frankie Knuckles Remix),200,1542380000000.0,85.0
,Logged In,Ava,F,0,Robinson,,free,"New Haven-Milford, CT",GET,Home,1540930000000.0,623,,200,1542380000000.0,50.0
Junction 18,Logged In,Kinsley,F,19,Young,189.28281,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Lost In Adeline,200,1542380000000.0,85.0
Plain White T S,Logged In,Ava,F,1,Robinson,179.59138000000002,free,"New Haven-Milford, CT",PUT,NextSong,1540930000000.0,623,Anything,200,1542380000000.0,50.0
A Day To Remember,Logged In,Kinsley,F,20,Young,269.00853,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,You Had Me At Hello,200,1542380000000.0,85.0
,Logged In,Kinsley,F,21,Young,,paid,"Red Bluff, CA",GET,Home,1540470000000.0,436,,200,1542380000000.0,85.0
K. Sparks featuring Dave Barz,Logged In,Ava,F,2,Robinson,186.69669,free,"New Haven-Milford, CT",PUT,NextSong,1540930000000.0,623,My Block,200,1542380000000.0,50.0
Aretha Franklin,Logged In,Ava,F,3,Robinson,217.39057000000003,free,"New Haven-Milford, CT",PUT,NextSong,1540930000000.0,623,You're All I Need To Get By,200,1542380000000.0,50.0
Muse,Logged In,Kinsley,F,22,Young,304.84853,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Uprising,200,1542380000000.0,85.0
The Wallflowers,Logged In,Ava,F,4,Robinson,312.63302000000004,free,"New Haven-Milford, CT",PUT,NextSong,1540930000000.0,623,One Headlight,200,1542380000000.0,50.0
OneRepublic,Logged In,Kinsley,F,23,Young,237.97506,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,All The Right Moves,200,1542380000000.0,85.0
Van Halen,Logged In,Kinsley,F,24,Young,209.29261,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Panama (Remastered Album Version),200,1542380000000.0,85.0
Rihanna / will.i.am,Logged In,Kinsley,F,25,Young,286.32771,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Photographs,200,1542380000000.0,85.0
Florence + The Machine,Logged In,Kinsley,F,26,Young,219.66322000000002,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Dog Days Are Over (Radio Edit),200,1542380000000.0,85.0
M83,Logged In,Kinsley,F,27,Young,391.54893,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Carresses,200,1542380000000.0,85.0
Danilo Montero,Logged In,Kinsley,F,28,Young,233.482,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,El es el Rey,200,1542380000000.0,85.0
The Who,Logged In,Kinsley,F,29,Young,341.78567000000004,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Eminence Front,200,1542380000000.0,85.0
Ruben Gonzalez,Logged In,Kinsley,F,30,Young,150.41261,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Nuestra Cancion,200,1542380000000.0,85.0
,Logged In,Mohammad,M,0,Rodriguez,,free,"Sacramento--Roseville--Arden-Arcade, CA",GET,Home,1540510000000.0,643,,200,1542380000000.0,88.0
,Logged In,Mohammad,M,1,Rodriguez,,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,Logout,1540510000000.0,643,,307,1542380000000.0,88.0
Psychic Ills,Logged In,Samuel,M,0,Gonzalez,512.96608,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540490000000.0,610,I Knew My Name,200,1542380000000.0,61.0
Lighthouse Family,Logged In,Kinsley,F,31,Young,271.93424,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Lifted,200,1542380000000.0,85.0
,Logged Out,,,2,,,free,,GET,Home,,643,,200,1542380000000.0,
The Ordinary Boys,Logged In,Kinsley,F,32,Young,162.87302,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Boys Will Be Boys,200,1542380000000.0,85.0
Phil Phillips,Logged In,Kinsley,F,33,Young,142.31465,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Sea Of Love,200,1542380000000.0,85.0
Miike Snow,Logged In,Kinsley,F,34,Young,263.88853,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Animal,200,1542380000000.0,85.0
,Logged In,Magdalene,F,0,Herman,,free,"Dallas-Fort Worth-Arlington, TX",GET,Home,1540770000000.0,244,,200,1542380000000.0,77.0
Booka Shade,Logged In,Magdalene,F,1,Herman,142.10567,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540770000000.0,244,No Difference,200,1542380000000.0,77.0
Arma Blanca,Logged In,Kinsley,F,35,Young,359.8624,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,R-Evolucion (con La Odysea y Nach) (La Mision),200,1542380000000.0,85.0
Santana,Logged In,Ryan,M,0,Smith,290.71628,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,644,Daughter Of The Night,200,1542380000000.0,26.0
Kirk Franklin & The Family,Logged In,Kaylee,F,0,Summers,209.37098,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1540340000000.0,532,Blessing In The Storm,200,1542380000000.0,8.0
Be Bop Deluxe,Logged In,Kaylee,F,1,Summers,314.5922,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1540340000000.0,532,Axe Victim,200,1542380000000.0,8.0
Geri Halliwell,Logged In,Kinsley,F,36,Young,224.91383,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Bag It Up,200,1542380000000.0,85.0
Scissor Sisters,Logged In,Kinsley,F,37,Young,156.94322,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,436,Intermission,200,1542380000000.0,85.0
,Logged Out,,,0,,,free,,PUT,Login,,655,,307,1542380000000.0,
,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541020000000.0,657,,200,1542380000000.0,26.0
Paramore,Logged In,Kaylee,F,2,Summers,262.71302000000003,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1540340000000.0,532,Brick By Boring Brick [Acoustic Version],200,1542380000000.0,8.0
,Logged In,Kinsley,F,38,Young,,paid,"Red Bluff, CA",GET,Home,1540470000000.0,436,,200,1542380000000.0,85.0
,Logged In,Mohammad,M,1,Rodriguez,,free,"Sacramento--Roseville--Arden-Arcade, CA",GET,Home,1540510000000.0,655,,200,1542380000000.0,88.0
Rufus Wainwright,Logged In,Ryan,M,1,Smith,254.17098,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,657,Waiting For A Dream,200,1542380000000.0,26.0
Joy Division,Logged In,Jayden,F,0,Duffy,233.16852999999998,free,"Seattle-Tacoma-Bellevue, WA",PUT,NextSong,1540150000000.0,640,Shadowplay,200,1542380000000.0,76.0
Arch Enemy,Logged In,Jayden,F,1,Duffy,242.70322000000002,free,"Seattle-Tacoma-Bellevue, WA",PUT,NextSong,1540150000000.0,640,Symphony Of Destruction,200,1542380000000.0,76.0
,Logged In,Jayden,F,2,Duffy,,free,"Seattle-Tacoma-Bellevue, WA",GET,Home,1540150000000.0,640,,200,1542380000000.0,76.0
Johnny Cash with The Carter Family The Statler Brothers & Carl Perkins,Logged In,Kaylee,F,3,Summers,308.34893,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1540340000000.0,532,Closing Medley: Folsom Prison Blues/I Walk The Line/Ring Of Fire/The Rebel - Johnny Yuma,200,1542380000000.0,8.0
Fischer-Z,Logged In,Jayden,F,3,Duffy,302.78485,free,"Seattle-Tacoma-Bellevue, WA",PUT,NextSong,1540150000000.0,640,So Long,200,1542380000000.0,76.0
Vampire Weekend,Logged In,Ryan,M,0,Smith,243.04281,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,660,The Kids Dont Stand A Chance (Album),200,1542380000000.0,26.0
